issu,act,ctxt,key,summ,area,date
Electoral matters,,Council Question,34951,"Hon Emily LAU raised a question on ""Population of DC constituencies"". [<a href=""http://www.legco.gov.hk/yr08-09/english/counmtg/hansard/cm1203-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 34""]",Constitutional Affairs,3.12.08
Electoral matters,,Constitutional Affairs Panel,34952,"The Panel discussed the major findings and recommendations of the EAC Report on the 2008 LegCo election. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca1215cb2-437-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca1215cb2-rpt081204-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,15.12.08
Electoral matters,,Council Question,34953,"Hon Albert HO raised a question on ""Exercise of voting right by persons who have just reached 18 years of age"". [<a href=""http://www.legco.gov.hk/yr08-09/english/counmtg/hansard/cm0107-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 72""]",Constitutional Affairs,7.1.09
Electoral matters,,Constitutional Affairs Panel,34954,"The Panel discussed the judicial review on prisoners' voting right. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0119cb2-660-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0119cb2-660-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.1.09
Electoral matters,,Constitutional Affairs Panel,34955,"The Panel discussed the Consultation Document on Prisoners' Voting Right. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0216cb2-829-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0216-cppr090209-e.pdf"" target=""_blank"">Consultation Document</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0216cb2-829-6-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.2.09
Electoral matters,,Constitutional Affairs Panel,34956,"The Panel discussed the need to introduce more stringent measures to regulate the conduct of exit polls. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0316cb2-1050-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0316cb2-1050-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.3.09
Electoral matters,,Constitutional Affairs Panel,34957,"The Panel discussed the outcome of the consultation on prisoners' voting right. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0420cb2-1309-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0420-rpt0904-e.pdf"" target=""_blank"">Report</a>] [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0420cb2-1311-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,20.4.09
Electoral matters,,Constitutional Affairs Panel,34958,"The Panel discussed the practical arrangements for voting by prisoners. [<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0518cb2-1533-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0518cb2-1539-1-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,18.5.09
Electoral matters,,Council Motion,34959,"Hon WONG Yuk-man moved a motion on ""Resignation En Masse of Members Returned from Five Geographical Constituencies as a Referendum"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1209-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 281""]",Constitutional Affairs,9.12.09
Electoral matters,,Council Question,34960,"Dr Hon Priscilla LEUNG raised a question on ""Legislative Council By-elections"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1216-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 25""]",Constitutional Affairs,16.12.09
Electoral matters,,Constitutional Affairs Panel,34961,"The Panel discussed the Legislative Council by-election for the five geographical constituencies. [<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0210cb2-889-3-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0210cb2-889-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,10.2.10
Electoral matters,,Council Question,34962,"Hon Starry LEE raised a question on ""Legislative Council By-elections"". [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0224-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 46""]",Constitutional Affairs,24.2.10
Electoral matters,,Constitutional Affairs Panel,34963,"The Panel discussed the designated display spots for candidates of the 2010 Legislative Council By-election. [<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0319cb2-1094-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0319cb2-1094-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.3.10
Electoral matters,,Constitutional Affairs Panel,34964,"The Panel discussed the practical arrangements for the 2010 Legislative Council By-election. [<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0419cb2-1289-3-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca0419cb2-1289-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.4.10
Electoral matters,,Council Question,34965,"Dr Hon LAM Tai-fai raised a question on ""Legislative Council By-elections"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0602-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 64""]",Constitutional Affairs,2.6.10
Electoral matters,,Council Question,34966,"Hon Albert CHAN raised a question on ""Locations of Polling Stations for 2010 Legislative Council By-election"". [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0630-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 102""]",Constitutional Affairs,30.6.10
Electoral matters,,Council Question,34967,"Hon Emily LAU raised a question on ""Composition of Election Committee"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm1020-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 107""]",Constitutional Affairs,20.10.10
Electoral matters,,Constitutional Affairs Panel,34968,"The Panel discussed the election petition mechanism under the Legislative Council Ordinance and related issues. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0117cb2-798-3-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0117cb2-798-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel also discussed the review of practical electoral arrangements. 
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0117cb2-779-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0117cb2-798-5-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.1.11
Electoral matters,,Constitutional Affairs Panel,34969,"The Panel discussed the 2011 voter registration campaign. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0318cb2-1270-3-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0318cb2-1270-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the amendments to subsidiary legislation under the Electoral Affairs Commission Ordinance on electoral procedures, voter registration and practical arrangements for the elections in 2011 and 2012. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0318cb2-1270-5-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,18.3.11
Electoral matters,,Constitutional Affairs Panel,34970,"The Panel discussed the review of various election expenses limits and adjustments to free mailing arrangements for candidates. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0418cb2-1504-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0418cb2-1553-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,18.4.11
Electoral matters,,House Committee,34971,"The Administration introduced the Electoral Legislation (Miscellaneous Amendments) Bill 2011 into LegCo on 29 April 2011 to amend the various electoral and related arrangements for, among other things, returning CE and forming LegCo in accordance with the Chief Executive Election (Amendment) Ordinance 2011 and Legislative Council (Amendment) Ordinance 2011.  The House Committee agreed to form a Bills Committee to study the Bill.
<br /><br />
The Bills Committee held six meetings and reported to the House Committee on 24 June 2011. The Bills Committee made a report to the Council on 6 July 2011.  The Bill was passed by LegCo on the same date. 
[<a href=""http://www.legco.gov.hk/yr10-11/english/bc/bc54/general/bc54.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/hc/papers/hc0624cb2-2161-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,6.5.11
Electoral matters,,Subcommittee to study discrimination on the ground of sexual orientation,34972,"The Subcommittee on the Nine Amendment Regulations made under the Electoral Affairs Commission Ordinance was formed on 20 May 2011.  The Subcommittee held 4 meetings [<a href=""http://www.legco.gov.hk/yr10-11/english/hc/sub_leg/sc59/general/sc59.htm"" target=""_blank"">Meeting schedules</a>] to study the legislative amendments made to EAC Regulations concerning voter registration, electoral procedure and electoral arrangements.  The Subcommittee made a Report to House Committee on 24 June 2011.  [<a href=""http://www.legco.gov.hk/yr10-11/english/hc/papers/hc0624cb2-2162-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,20.5.11
Electoral matters,,Constitutional Affairs Panel,34973,"The Panel discussed the arrangements for filling vacancies in the Legislative Council and received views from deputations on the Administration's proposals. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/cacb2-1787-1-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0524cb2-1857-1-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/bills/brief/b33_brf.pdf"" target=""_blank"">LegCo Brief</a>]",Constitutional Affairs,24.5.11
Electoral matters,,House Committee,34974,"The Administration introduced into LegCo the LegCo (Amendment) Bill 2011 on 8 June 2011.  The Bill sought to provide for the filling of any vacancy in the membership of LegCo arising during the term of office of LegCo by a replacement mechanism.  The House Committee agreed to form a Bills Committee to study the Bill.  
<br /><br />
The Bills Committee held nine meetings and reported its deliberations to the House Committee on 24 June 2011 and 10 February 2012 respectively.
[<a href=""http://www.legco.gov.hk/yr10-11/english/bc/bc56/general/bc56.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/hc/papers/hccb2-2285-e.pdf"" target=""_blank"">Report 1</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0210cb2-983-e.pdf"" target=""_blank"">Report 2</a>]",Constitutional Affairs,10.6.11
Electoral matters,,Constitutional Affairs Panel,34975,"The Panel discussed the practical arrangements for the 2011 District Council election. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-2086-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-2111-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the District Council Election issued by EAC. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-1881-e.pdf"" target=""_blank"">Proposed Guidelines</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-2086-2-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-2111-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the publicity for the 2011 District Council election. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0620cb2-2111-5-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,20.6.11
Electoral matters,,Council Question,34976,"Hon Alan LEONG raised a question on ""Voter Registration Campaigns"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0622-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 113""]",Constitutional Affairs,22.6.11
Electoral matters,,Council Question,34977,"Hon Alan LEONG raised a question on ""Principal Officials Under Accountability System Planning to Participate in Elections to Public Office"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0629-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 50""]",Constitutional Affairs,29.6.11
Electoral matters,,Council Question,34978,"Hon Tanya CHAN raised a question on ""Public Consultation on Major Changes to Government Policies"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0706-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 69""]",Constitutional Affairs,6.7.11
Electoral matters,,Council Question,34979,"Hon Cyd HO raised a question on ""Regulation of Conduct of Politically Appointed Officials"".  [<a href=""http://www.legco.gov.hk/yr10-11/chinese/counmtg/floor/cm0713-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 59""]",Constitutional Affairs,13.7.11
Electoral matters,,Constitutional Affairs Panel,34980,"The Panel discussed the provisional recommendations on delineation of geographical constituencies in respect of the 2012 Legislative Council Election. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2200-e.pdf"" target=""_blank"">Public Consultation</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Election Committee Subsector Elections issued by EAC. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2199-e.pdf"" target=""_blank"">Proposed Guidelines</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2354-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the practical arrangements for 2011 Election Committee Subsector Elections. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2354-2-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca0718cb2-2381-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,18.7.11
Electoral matters,,Press Release,34981,"In response to the views of the bills committee formed to study the LegCo (Amendment) Bill 2011 that the Administration should provide more time to consider Members' suggestions and listen further to the views of the public, the Administration published a consultation paper for conducting a two-month public consultation.  The public consultation ended on 24 September 2011.",Constitutional Affairs,22.7.11
Electoral matters,,Constitutional Affairs Panel,34982,"The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Chief Executive Election issued by EAC. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/cacb2-33-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1017cb2-46-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1017cb2-46-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.10.11
Electoral matters,,Constitutional Affairs Panel,34983,"The Panel discussed the review of regulation on election advertisements. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1121cb2-308-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1121cb2-308-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,21.11.11
Electoral matters,,Council Question,34984,"Hon WONG Yuk-man raised a question on ""Voting Arrangements for Hospital In-patients and Elderly in Public Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 49""]",Constitutional Affairs,23.11.11
Electoral matters,,Council Question,34985,"Hon Albert HO raised a question on ""Verification of Voter Registration Particulars"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1130-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 78""]",Constitutional Affairs,30.11.11
Electoral matters,,Council Question,34986,"Hon Albert HO raised a question on ""Vote-rigging in District Council Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1214-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 100""]",Constitutional Affairs,14.12.11
Electoral matters,,Council Question,34987,"Hon Audrey EU raised a question on ""Verification of Addresses of Registered Electors for District Council Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1214-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 136""]",Constitutional Affairs,14.12.11
Electoral matters,,Constitutional Affairs Panel,34988,"The Panel discussed the review of the voter registration system.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-591-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-605-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.12.11
Electoral matters,,Council Question,34989,"Hon Ronny TONG raised a question on ""Suspected Vote-rigging and Irregularities in 2011 Election Committee Subsector Elections"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1221-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 104""]",Constitutional Affairs,21.12.11
Electoral matters,,Council Motion,34990,"Hon KAM Nai-wai moved a motion on ""Improving the Voter Registration System to Rebuild People's Confidence in the Electoral System"" for debate in the Council.  The motion was passed. [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1221-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 262""][<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/motion/cm1221-m2-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,21.12.11
Electoral matters,,Constitutional Affairs Panel,34991,"The Panel discussed the practical arrangements for the fourth-term CE election. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0116cb2-806-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0116cb2-806-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.1.12
Electoral matters,,Council Question,34992,"Hon KAM Nai-wai raised a question on ""Electoral Legitimacy of Former Mainland Officials in Hong Kong"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0118-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 32""]",Constitutional Affairs,18.1.12
Electoral matters,,Constitutional Affairs Panel,34993,"The Panel discussed the Administration's Consultation Report on Arrangements for Filling Vacancies in the Legislative Council.  The Administration wrote to the Bills Committee on 1 February 2012, advising that it would introduce a new Bill to implement the latest proposal, while the LegCo (Amendment) Bill 2011 would not be further pursued and would be withdrawn. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0131-crpt201201-e.pdf"" target=""_blank"">Consultation Report</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0131cb2-896-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,31.1.12
Electoral matters,,House Committee,34994,"The Administration introduced the Electoral Legislation (Miscellaneous Amendments) Bill 2012 into LegCo on 3 February 2012 to revise the regulation of election advertisements, make some necessary updates and modify arrangements for various elections.  The House Committee meeting on 10 February 2012, a bills committee was formed to study the Bill.
<br /><br />The Bills Committee held four meetings and reported its deliberations to the House Committee on 20 April 2012.  The Bills Committee made a report to the Council on 9 May 2012.  The Bill was passed by LegCo on the same date. 
[<a href=""http://www.legco.gov.hk/yr11-12/english/bc/bc55/general/bc55.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0420cb2-1735-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,10.2.12
Electoral matters,,Constitutional Affairs Panel,34995,"The Panel discussed the Consultation Paper on Improvement Measures of the Voter Registration System.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0217-cppr20120116-e.pdf"" target=""_blank"">Consultation Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca1219cb2-605-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.2.12
Electoral matters,,Constitutional Affairs Panel,34996,"The Panel discussed 2012 voter registration campaign.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1366-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1394-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed EAC Report on the 2011 District Council Election. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/cacb2-1267-e.pdf"" target=""_blank"">Report</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1366-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0319cb2-1394-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.3.12
Electoral matters,,House Committee,34997,"The Administration introduced the LegCo (Amendment) Bill 2012 into LegCo on 8 February 2012.  The Bills sought to introduce a restriction to prohibit a person who had resigned, or was taken to had resigned, as a Member of LegCo from standing for a by-election to be held in the same LegCo term within six months of his resignation.
<br /><br />
The Bills Committee held five meetings and reported to the House Committee on 20 April 2012.  The Bills Committee made a report to the Council on 2 May 2012.  The Bill was passed by LegCo on 1 June 2012. 
[<a href=""http://www.legco.gov.hk/yr11-12/english/bc/bc54/general/bc54.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0413cb2-1647-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,13.4.12
Electoral matters,,Constitutional Affairs Panel,34998,"The Panel discussed the practical arrangements for the 2012 LegCo Election.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1679-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Legislative Council Election issued by EAC. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/cacb2-1556-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1679-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,16.4.12
Electoral matters,,Council Question,34999,"Hon Audrey EU raised a question on ""Allegations Relating to Undue Influence of Representative Organ of Central People's Government"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0418-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 18""]",Constitutional Affairs,18.4.12
Electoral matters,,Constitutional Affairs Panel,35000,"The Panel discussed the voter turnout publicity campaign for the 2012 LegCo Election.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0521cb2-2035-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in27-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]",Constitutional Affairs,21.5.12
Electoral matters,,Council Question,35001,"Hon WONG Kwok-kin raised a question on ""Voter Registration for Hong Kong Permanent Residents Residing on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0530-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 93""]",Constitutional Affairs,30.5.12
Electoral matters,,Council Question,35002,"Hon Ronny TONG raised a question on ""Verification of Residential Addresses of Registered Electors"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 23""]",Constitutional Affairs,6.6.12
Electoral matters,,Council Question,35003,"Hon Alan LEONG raised a question on ""Elector Registration"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 85""]",Constitutional Affairs,6.6.12
Electoral matters,,Council Question,35004,"Hon CHEUNG Kwok-che raised a question on ""Civic Awareness Among Hong Kong People"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 112""]",Constitutional Affairs,27.6.12
Electoral matters,,Council Question,35005,"Hon Albert CHAN raised a question on ""Impersonation of Voters in Voting at 2012 Legislative Council Election"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1017-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 110""]",Constitutional Affairs,17.10.12
Electoral matters,,Council Question,35006,"Hon Albert CHAN raised a question on ""Voter Deregistration"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1031-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 116""]",Constitutional Affairs,31.10.12
Electoral matters,,Constitutional Affairs Panel,35007,"The Panel discussed EAC Report on the 2012 LegCo election. [<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-306-e.pdf"" target=""_blank"">Report</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-335-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca1217cb2-347-3-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,17.12.12
Electoral matters,,Constitutional Affairs Panel,35008,"The Panel discussed abolition of District Council appointed seats.
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0121cb2-493-4-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr12-13/english/panels/ca/papers/ca0121cb2-493-5-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,21.1.13
