issu,act,ctxt,key,summ,area,date
Press freedom,,Council Question,44673,"Hon CHEUNG Man-kwong raised a question on ""Unauthorized Building Works Involving Chief Executive"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0711-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 65""]",Constitutional Affairs,11.7.12
Press freedom,,Council Question,44674,"Hon Claudia MO raised a question on ""Measures to Facilitate Media Reporting in New Central Government Complex"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1128-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 71""]",Constitutional Affairs,28.11.12
Press freedom,,Council Motion,44675,"Hon Charles Peter MOK moved a motion on ""Safeguarding Freedom of Information, of the Press and of the Internet"" for debate in the Council.  The motion was passed. [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 6""][<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/motion/cm0605-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,5.6.13
Press freedom,,Council Question,44676,"Hon Charles Peter MOK raised a question on ""Arrangements for Online News Media to Cover Public Activities"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 67""]",Constitutional Affairs,22.1.14
Press freedom,,Council Motion,44677,"Hon Alan LEONG moved a motion on ""Safeguarding Editorial Independence and Autonomy"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 298""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0122-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,22.1.14
Press freedom,,Council Question,44678,"Hon Andrew LEUNG moved a motion on ""The incident of attack on Mr Kevin LAU Chun-To, the former Chief Editor of Ming Pao Daily News"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0320-translate-e.pdf#mbm02"" target=""_blank"">Hansard</a> ""page 69""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0319-m5-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,19.3.14
Press freedom,,Home Affairs Panel,45264,"The Panel discussed the Consultation Paper of the Hong Kong Press Council on qualified libel privilege with deputations and the Administration. [<a href=""http://www.legco.gov.hk/yr01-02/chinese/panels/ha/papers/ha1214cb2-667-4c.pdf"" target=""_blank"">Paper provided by the Press Council</a>] (Chinese version only)[<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha1214cb2-667-6e.pdf"" target=""_blank"">Background brief prepared by the Legislative Council Secretariat</a>]",Constitutional Affairs,14.12.01
Press freedom,,Home Affairs Panel,45265,"The Panel discussed the protection of press freedom of the police's guidelines on media coverage with deputations and the Administration.  [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0712cb2-2549-6e.pdf"" target=""_blank"">Administration's paper 1</a>][<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0717cb2-1666-1e.pdf"" target=""_blank"">Administration's paper 2</a>]",Constitutional Affairs,17.7.02
Press freedom,,Home Affairs Panel,45266,"The Panel discussed the protection of freedom of speech. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ha/papers/ha0527cb2-2843-1e.pdf"" target=""_blank"">Administration's paper</a>]",Constitutional Affairs,27.5.04
Press freedom,,Council Motion,45267,"Hon Albert CHAN moved a motion on ""Urging the Government to Defend Freedom of the Press and Freedom of Speech"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0602ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,2.6.04
Press freedom,,Council Question,45268,"Hon Emily LAU raised a question on ""Application for Warrants by Law Enforcement Departments to Search News Agencies"".  [<a href=""http://www.legco.gov.hk/yr04-05/english/counmtg/hansard/cm1027ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 75""]",Constitutional Affairs,27.10.04
Press freedom,,Council Motion,45269,"Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1021-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 214""]",Constitutional Affairs,21.10.09
Press freedom,,Council Question,45270,"Hon Emily LAU raised a question on ""Protecting Hong Kong Journalists' Freedom of Press on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0112-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 52""]",Constitutional Affairs,12.1.11
Press freedom,,Council Motion,45271,"Hon Cyd HO moved a motion on ""Safeguarding Freedom of the Press and the Right to Expression"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0525-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 140""]<br /><br />[<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/motion/cm0525-m1-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,25.5.11
Press freedom,,Council Motion,45272,"Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 198""]",Constitutional Affairs,23.11.11
Press freedom,,Council Question,45273,"Hon Audrey EU raised a question on ""Allegations Relating to Undue Influence of Representative Organ of Central People's Government"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0418-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 18""]",Constitutional Affairs,18.4.12
Press freedom,,Council Question,45274,"Hon Emily LAU raised a question on ""Press and Demonstration Areas Outside Liaison Office of the Central People's Government in the Hong Kong Special Administrative Region"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0502-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,2.5.12
Press freedom,,Council Question,45275,"Hon CHEUNG Man-kwong raised a question on ""Unauthorized Building Works Involving Chief Executive"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0711-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 65""]",Constitutional Affairs,11.7.12
Press freedom,,Council Question,45276,"Hon Claudia MO raised a question on ""Measures to Facilitate Media Reporting in New Central Government Complex"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1128-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 71""]",Constitutional Affairs,28.11.12
Press freedom,,Council Motion,45277,"Hon Charles Peter MOK moved a motion on ""Safeguarding Freedom of Information, of the Press and of the Internet"" for debate in the Council.  The motion was passed. [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 6""][<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/motion/cm0605-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,5.6.13
Press freedom,,Council Question,45278,"Hon Charles Peter MOK raised a question on ""Arrangements for Online News Media to Cover Public Activities"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 67""]",Constitutional Affairs,22.1.14
Press freedom,,Council Motion,45279,"Hon Alan LEONG moved a motion on ""Safeguarding Editorial Independence and Autonomy"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 298""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0122-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,22.1.14
Press freedom,,Council Question,45280,"Hon Andrew LEUNG moved a motion on ""The incident of attack on Mr Kevin LAU Chun-To, the former Chief Editor of Ming Pao Daily News"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0320-translate-e.pdf#mbm02"" target=""_blank"">Hansard</a> ""page 69""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0319-m5-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,19.3.14
Press freedom,,Home Affairs Panel,61381,"The Panel discussed the Consultation Paper of the Hong Kong Press Council on qualified libel privilege with deputations and the Administration. [<a href=""http://www.legco.gov.hk/yr01-02/chinese/panels/ha/papers/ha1214cb2-667-4c.pdf"" target=""_blank"">Paper provided by the Press Council</a>] (Chinese version only)[<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha1214cb2-667-6e.pdf"" target=""_blank"">Background brief prepared by the Legislative Council Secretariat</a>]",Constitutional Affairs,14.12.01
Press freedom,,Home Affairs Panel,61382,"The Panel discussed the protection of press freedom of the police's guidelines on media coverage with deputations and the Administration.  [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0712cb2-2549-6e.pdf"" target=""_blank"">Administration's paper 1</a>][<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0717cb2-1666-1e.pdf"" target=""_blank"">Administration's paper 2</a>]",Constitutional Affairs,17.7.02
Press freedom,,Home Affairs Panel,61383,"The Panel discussed the protection of freedom of speech. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ha/papers/ha0527cb2-2843-1e.pdf"" target=""_blank"">Administration's paper</a>]",Constitutional Affairs,27.5.04
Press freedom,,Council Motion,61384,"Hon Albert CHAN moved a motion on ""Urging the Government to Defend Freedom of the Press and Freedom of Speech"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0602ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,2.6.04
Press freedom,,Council Question,61385,"Hon Emily LAU raised a question on ""Application for Warrants by Law Enforcement Departments to Search News Agencies"".  [<a href=""http://www.legco.gov.hk/yr04-05/english/counmtg/hansard/cm1027ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 75""]",Constitutional Affairs,27.10.04
Press freedom,,Council Motion,61386,"Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1021-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 214""]",Constitutional Affairs,21.10.09
Press freedom,,Council Question,61387,"Hon Emily LAU raised a question on ""Protecting Hong Kong Journalists' Freedom of Press on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0112-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 52""]",Constitutional Affairs,12.1.11
Press freedom,,Council Motion,61388,"Hon Cyd HO moved a motion on ""Safeguarding Freedom of the Press and the Right to Expression"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0525-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 140""]<br /><br />[<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/motion/cm0525-m1-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,25.5.11
Press freedom,,Council Motion,61389,"Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 198""]",Constitutional Affairs,23.11.11
Press freedom,,Council Question,61390,"Hon Audrey EU raised a question on ""Allegations Relating to Undue Influence of Representative Organ of Central People's Government"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0418-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 18""]",Constitutional Affairs,18.4.12
Press freedom,,Council Question,61391,"Hon Emily LAU raised a question on ""Press and Demonstration Areas Outside Liaison Office of the Central People's Government in the Hong Kong Special Administrative Region"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0502-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,2.5.12
Press freedom,,Council Question,61392,"Hon CHEUNG Man-kwong raised a question on ""Unauthorized Building Works Involving Chief Executive"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0711-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 65""]",Constitutional Affairs,11.7.12
Press freedom,,Council Question,61393,"Hon Claudia MO raised a question on ""Measures to Facilitate Media Reporting in New Central Government Complex"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1128-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 71""]",Constitutional Affairs,28.11.12
Press freedom,,Council Motion,61394,"Hon Charles Peter MOK moved a motion on ""Safeguarding Freedom of Information, of the Press and of the Internet"" for debate in the Council.  The motion was passed. [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0606-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 6""][<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/motion/cm0605-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,5.6.13
Press freedom,,Council Question,61395,"Hon Charles Peter MOK raised a question on ""Arrangements for Online News Media to Cover Public Activities"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 67""]",Constitutional Affairs,22.1.14
Press freedom,,Council Motion,61396,"Hon Alan LEONG moved a motion on ""Safeguarding Editorial Independence and Autonomy"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 298""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0122-m3-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,22.1.14
Press freedom,,Council Question,61397,"Hon Andrew LEUNG moved a motion on ""The incident of attack on Mr Kevin LAU Chun-To, the former Chief Editor of Ming Pao Daily News"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0320-translate-e.pdf#mbm02"" target=""_blank"">Hansard</a> ""page 69""][<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/motion/cm0319-m5-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,19.3.14
Press freedom,,Home Affairs Panel,72178,"The Panel discussed the Consultation Paper of the Hong Kong Press Council on qualified libel privilege with deputations and the Administration. [<a href=""http://www.legco.gov.hk/yr01-02/chinese/panels/ha/papers/ha1214cb2-667-4c.pdf"" target=""_blank"">Paper provided by the Press Council</a>] (Chinese version only)[<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha1214cb2-667-6e.pdf"" target=""_blank"">Background brief prepared by the Legislative Council Secretariat</a>]",Constitutional Affairs,14.12.01
Press freedom,,Home Affairs Panel,72179,"The Panel discussed the protection of press freedom of the police's guidelines on media coverage with deputations and the Administration.  [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0712cb2-2549-6e.pdf"" target=""_blank"">Administration's paper 1</a>][<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0717cb2-1666-1e.pdf"" target=""_blank"">Administration's paper 2</a>]",Constitutional Affairs,17.7.02
Press freedom,,Home Affairs Panel,72180,"The Panel discussed the protection of freedom of speech. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ha/papers/ha0527cb2-2843-1e.pdf"" target=""_blank"">Administration's paper</a>]",Constitutional Affairs,27.5.04
Press freedom,,Council Motion,72181,"Hon Albert CHAN moved a motion on ""Urging the Government to Defend Freedom of the Press and Freedom of Speech"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0602ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]",Constitutional Affairs,2.6.04
Press freedom,,Council Question,72182,"Hon Emily LAU raised a question on ""Application for Warrants by Law Enforcement Departments to Search News Agencies"".  [<a href=""http://www.legco.gov.hk/yr04-05/english/counmtg/hansard/cm1027ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 75""]",Constitutional Affairs,27.10.04
Press freedom,,Council Motion,72183,"Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1021-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 214""]",Constitutional Affairs,21.10.09
Press freedom,,Council Question,72184,"Hon Emily LAU raised a question on ""Protecting Hong Kong Journalists' Freedom of Press on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0112-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 52""]",Constitutional Affairs,12.1.11
Press freedom,,Council Motion,72185,"Hon Cyd HO moved a motion on ""Safeguarding Freedom of the Press and the Right to Expression"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0525-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 140""]<br /><br />[<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/motion/cm0525-m1-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]",Constitutional Affairs,25.5.11
